case_id,customer_id,card_id,opened_at,closed_at,outcome,pattern,exposure_usd,actions_taken,report_filed,analyst_notes,source_json
CC-1048,C04117,C04117-K2,2016-07-24 01:11:12,2016-07-27 05:11:12,confirmed_fraud,account_takeover,291.99,CREATE_CASE|BLOCK_CARD,false,Case CC-1048: cardholder C04117 reported unrecognized activity on card C04117-K2. 1 transaction(s) between 2016-07-23 and 2016-07-23 totaling $291.99 were confirmed fraudulent. Mixed-channel activity inconsistent with the cardholder; credentials and card data both used. Card blocked and reissued. Customer reimbursed.,"{""case_id"":""CC-1048"",""customer_id"":""C04117"",""card_id"":""C04117-K2"",""opened_at"":""2016-07-24 01:11:12"",""closed_at"":""2016-07-27 05:11:12"",""outcome"":""confirmed_fraud"",""pattern"":""account_takeover"",""first_fraud_txn_id"":""3087780"",""txn_ids"":""3087780"",""n_txns"":""1"",""exposure_usd"":""291.99"",""connected_card_ids"":"""",""actions_taken"":""CREATE_CASE|BLOCK_CARD"",""report_filed"":""No"",""analyst_notes"":""Case CC-1048: cardholder C04117 reported unrecognized activity on card C04117-K2. 1 transaction(s) between 2016-07-23 and 2016-07-23 totaling $291.99 were confirmed fraudulent. Mixed-channel activity inconsistent with the cardholder; credentials and card data both used. Card blocked and reissued. Customer reimbursed.""}"
CC-1049,C03485,C03485-K1,2016-07-24 01:19:46,2016-07-25 17:19:46,cleared,,0.00,VERIFY_WITH_CUSTOMER|CLOSE_NO_FRAUD,false,Case CC-1049: model scored a $40.00 transaction at 0.83. Cardholder confirmed travel to the billing region in question. Alert cleared.,"{""case_id"":""CC-1049"",""customer_id"":""C03485"",""card_id"":""C03485-K1"",""opened_at"":""2016-07-24 01:19:46"",""closed_at"":""2016-07-25 17:19:46"",""outcome"":""cleared"",""pattern"":""none"",""first_fraud_txn_id"":"""",""txn_ids"":""3089532"",""n_txns"":""1"",""exposure_usd"":""0.00"",""connected_card_ids"":"""",""actions_taken"":""VERIFY_WITH_CUSTOMER|CLOSE_NO_FRAUD"",""report_filed"":""No"",""analyst_notes"":""Case CC-1049: model scored a $40.00 transaction at 0.83. Cardholder confirmed travel to the billing region in question. Alert cleared.""}"
CC-1050,C08438,C08438-K1,2016-07-24 01:30:35,2016-07-25 21:30:35,confirmed_fraud,account_takeover,774.07,CREATE_CASE|BLOCK_CARD,false,Case CC-1050: cardholder C08438 reported unrecognized activity on card C08438-K1. 1 transaction(s) between 2016-07-22 and 2016-07-22 totaling $774.07 were confirmed fraudulent. Mixed-channel activity inconsistent with the cardholder; credentials and card data both used. Card blocked and reissued. Customer reimbursed.,"{""case_id"":""CC-1050"",""customer_id"":""C08438"",""card_id"":""C08438-K1"",""opened_at"":""2016-07-24 01:30:35"",""closed_at"":""2016-07-25 21:30:35"",""outcome"":""confirmed_fraud"",""pattern"":""account_takeover"",""first_fraud_txn_id"":""3085479"",""txn_ids"":""3085479"",""n_txns"":""1"",""exposure_usd"":""774.07"",""connected_card_ids"":"""",""actions_taken"":""CREATE_CASE|BLOCK_CARD"",""report_filed"":""No"",""analyst_notes"":""Case CC-1050: cardholder C08438 reported unrecognized activity on card C08438-K1. 1 transaction(s) between 2016-07-22 and 2016-07-22 totaling $774.07 were confirmed fraudulent. Mixed-channel activity inconsistent with the cardholder; credentials and card data both used. Card blocked and reissued. Customer reimbursed.""}"
CC-1051,C03539,C03539-K1,2016-07-24 02:06:20,2016-07-26 22:06:20,cleared,,0.00,VERIFY_WITH_CUSTOMER|CLOSE_NO_FRAUD,false,Case CC-1051: model scored a $50.01 transaction at 0.82. Cardholder confirmed travel to the billing region in question. Alert cleared.,"{""case_id"":""CC-1051"",""customer_id"":""C03539"",""card_id"":""C03539-K1"",""opened_at"":""2016-07-24 02:06:20"",""closed_at"":""2016-07-26 22:06:20"",""outcome"":""cleared"",""pattern"":""none"",""first_fraud_txn_id"":"""",""txn_ids"":""3091597"",""n_txns"":""1"",""exposure_usd"":""0.00"",""connected_card_ids"":"""",""actions_taken"":""VERIFY_WITH_CUSTOMER|CLOSE_NO_FRAUD"",""report_filed"":""No"",""analyst_notes"":""Case CC-1051: model scored a $50.01 transaction at 0.82. Cardholder confirmed travel to the billing region in question. Alert cleared.""}"
CC-1052,C01392,C01392-K1,2016-07-24 02:10:03,2016-07-26 23:10:03,cleared,,0.00,VERIFY_WITH_CUSTOMER|CLOSE_NO_FRAUD,false,Case CC-1052: model scored a $200.03 transaction at 0.93. Cardholder confirmed travel to the billing region in question. Alert cleared.,"{""case_id"":""CC-1052"",""customer_id"":""C01392"",""card_id"":""C01392-K1"",""opened_at"":""2016-07-24 02:10:03"",""closed_at"":""2016-07-26 23:10:03"",""outcome"":""cleared"",""pattern"":""none"",""first_fraud_txn_id"":"""",""txn_ids"":""3092016"",""n_txns"":""1"",""exposure_usd"":""0.00"",""connected_card_ids"":"""",""actions_taken"":""VERIFY_WITH_CUSTOMER|CLOSE_NO_FRAUD"",""report_filed"":""No"",""analyst_notes"":""Case CC-1052: model scored a $200.03 transaction at 0.93. Cardholder confirmed travel to the billing region in question. Alert cleared.""}"
CC-1053,C00299,C00299-K1,2016-07-24 02:14:57,2016-07-24 18:14:57,cleared,,0.00,VERIFY_WITH_CUSTOMER|CLOSE_NO_FRAUD,false,Case CC-1053: model scored a $49.96 transaction at 0.94. Cardholder confirmed travel to the billing region in question. Alert cleared.,"{""case_id"":""CC-1053"",""customer_id"":""C00299"",""card_id"":""C00299-K1"",""opened_at"":""2016-07-24 02:14:57"",""closed_at"":""2016-07-24 18:14:57"",""outcome"":""cleared"",""pattern"":""none"",""first_fraud_txn_id"":"""",""txn_ids"":""3089918"",""n_txns"":""1"",""exposure_usd"":""0.00"",""connected_card_ids"":"""",""actions_taken"":""VERIFY_WITH_CUSTOMER|CLOSE_NO_FRAUD"",""report_filed"":""No"",""analyst_notes"":""Case CC-1053: model scored a $49.96 transaction at 0.94. Cardholder confirmed travel to the billing region in question. Alert cleared.""}"
CC-1054,C13492,C13492-K1,2016-07-24 02:33:57,2016-07-24 20:33:57,cleared,,0.00,VERIFY_WITH_CUSTOMER|CLOSE_NO_FRAUD,false,Case CC-1054: model scored a $50.04 transaction at 0.81. Cardholder confirmed travel to the billing region in question. Alert cleared.,"{""case_id"":""CC-1054"",""customer_id"":""C13492"",""card_id"":""C13492-K1"",""opened_at"":""2016-07-24 02:33:57"",""closed_at"":""2016-07-24 20:33:57"",""outcome"":""cleared"",""pattern"":""none"",""first_fraud_txn_id"":"""",""txn_ids"":""3090920"",""n_txns"":""1"",""exposure_usd"":""0.00"",""connected_card_ids"":"""",""actions_taken"":""VERIFY_WITH_CUSTOMER|CLOSE_NO_FRAUD"",""report_filed"":""No"",""analyst_notes"":""Case CC-1054: model scored a $50.04 transaction at 0.81. Cardholder confirmed travel to the billing region in question. Alert cleared.""}"
CC-1055,C11496,C11496-K2,2016-07-24 02:36:59,2016-07-26 12:36:59,confirmed_fraud,out_of_region_use,422.07,CREATE_CASE|BLOCK_CARD,false,"Case CC-1055: cardholder C11496 reported unrecognized activity on card C11496-K2. 6 transaction(s) between 2016-07-21 and 2016-07-23 totaling $422.07 were confirmed fraudulent. Card-present use in a billing region the cardholder had no history in, while the cardholder retained the card. Card blocked and reissued. Customer reimbursed.","{""case_id"":""CC-1055"",""customer_id"":""C11496"",""card_id"":""C11496-K2"",""opened_at"":""2016-07-24 02:36:59"",""closed_at"":""2016-07-26 12:36:59"",""outcome"":""confirmed_fraud"",""pattern"":""out_of_region_use"",""first_fraud_txn_id"":""3077744"",""txn_ids"":""3077744|3077849|3078804|3078820|3078829|3088105"",""n_txns"":""6"",""exposure_usd"":""422.07"",""connected_card_ids"":"""",""actions_taken"":""CREATE_CASE|BLOCK_CARD"",""report_filed"":""No"",""analyst_notes"":""Case CC-1055: cardholder C11496 reported unrecognized activity on card C11496-K2. 6 transaction(s) between 2016-07-21 and 2016-07-23 totaling $422.07 were confirmed fraudulent. Card-present use in a billing region the cardholder had no history in, while the cardholder retained the card. Card blocked and reissued. Customer reimbursed.""}"
CC-1056,C11923,C11923-K2,2016-07-24 02:41:55,2016-07-25 23:41:55,confirmed_fraud,card_not_present_new_device,1557.95,CREATE_CASE|BLOCK_CARD|FILE_REPORT,true,"Case CC-1056: cardholder C11923 reported unrecognized activity on card C11923-K2. 28 transaction(s) between 2016-07-11 and 2016-07-22 totaling $1,557.95 were confirmed fraudulent. Online purchases from a device not previously seen on this account, inconsistent with the cardholder's history. Card blocked and reissued. Customer reimbursed.","{""case_id"":""CC-1056"",""customer_id"":""C11923"",""card_id"":""C11923-K2"",""opened_at"":""2016-07-24 02:41:55"",""closed_at"":""2016-07-25 23:41:55"",""outcome"":""confirmed_fraud"",""pattern"":""card_not_present_new_device"",""first_fraud_txn_id"":""3031806"",""txn_ids"":""3031806|3035501|3035738|3040952|3041174|3042525|3042624|3043950|3045227|3052803|3056803|3059207|3059961|3060772|3062424|3062488|3063492|3064629|3071061|3071091|3071116|3071333|3076328|3076738|3077255|3078484|3081748|3086298"",""n_txns"":""28"",""exposure_usd"":""1557.95"",""connected_card_ids"":"""",""actions_taken"":""CREATE_CASE|BLOCK_CARD|FILE_REPORT"",""report_filed"":""Yes"",""analyst_notes"":""Case CC-1056: cardholder C11923 reported unrecognized activity on card C11923-K2. 28 transaction(s) between 2016-07-11 and 2016-07-22 totaling $1,557.95 were confirmed fraudulent. Online purchases from a device not previously seen on this account, inconsistent with the cardholder's history. Card blocked and reissued. Customer reimbursed.""}"
CC-1057,C04077,C04077-K1,2016-07-24 02:46:12,2016-07-25 21:46:12,cleared,,0.00,VERIFY_WITH_CUSTOMER|CLOSE_NO_FRAUD,false,Case CC-1057: model scored a $250.00 transaction at 0.86. Cardholder confirmed travel to the billing region in question. Alert cleared.,"{""case_id"":""CC-1057"",""customer_id"":""C04077"",""card_id"":""C04077-K1"",""opened_at"":""2016-07-24 02:46:12"",""closed_at"":""2016-07-25 21:46:12"",""outcome"":""cleared"",""pattern"":""none"",""first_fraud_txn_id"":"""",""txn_ids"":""3091437"",""n_txns"":""1"",""exposure_usd"":""0.00"",""connected_card_ids"":"""",""actions_taken"":""VERIFY_WITH_CUSTOMER|CLOSE_NO_FRAUD"",""report_filed"":""No"",""analyst_notes"":""Case CC-1057: model scored a $250.00 transaction at 0.86. Cardholder confirmed travel to the billing region in question. Alert cleared.""}"
CC-1058,C01744,C01744-K2,2016-07-24 02:46:30,2016-07-26 19:46:30,cleared,,0.00,VERIFY_WITH_CUSTOMER|CLOSE_NO_FRAUD,false,Case CC-1058: model scored a $199.94 transaction at 0.87. Cardholder confirmed travel to the billing region in question. Alert cleared.,"{""case_id"":""CC-1058"",""customer_id"":""C01744"",""card_id"":""C01744-K2"",""opened_at"":""2016-07-24 02:46:30"",""closed_at"":""2016-07-26 19:46:30"",""outcome"":""cleared"",""pattern"":""none"",""first_fraud_txn_id"":"""",""txn_ids"":""3090591"",""n_txns"":""1"",""exposure_usd"":""0.00"",""connected_card_ids"":"""",""actions_taken"":""VERIFY_WITH_CUSTOMER|CLOSE_NO_FRAUD"",""report_filed"":""No"",""analyst_notes"":""Case CC-1058: model scored a $199.94 transaction at 0.87. Cardholder confirmed travel to the billing region in question. Alert cleared.""}"
CC-1059,C01347,C01347-K2,2016-07-24 02:49:07,2016-07-25 21:49:07,cleared,,0.00,VERIFY_WITH_CUSTOMER|CLOSE_NO_FRAUD,false,Case CC-1059: model scored a $99.92 transaction at 0.93. Cardholder confirmed travel to the billing region in question. Alert cleared.,"{""case_id"":""CC-1059"",""customer_id"":""C01347"",""card_id"":""C01347-K2"",""opened_at"":""2016-07-24 02:49:07"",""closed_at"":""2016-07-25 21:49:07"",""outcome"":""cleared"",""pattern"":""none"",""first_fraud_txn_id"":"""",""txn_ids"":""3091466"",""n_txns"":""1"",""exposure_usd"":""0.00"",""connected_card_ids"":"""",""actions_taken"":""VERIFY_WITH_CUSTOMER|CLOSE_NO_FRAUD"",""report_filed"":""No"",""analyst_notes"":""Case CC-1059: model scored a $99.92 transaction at 0.93. Cardholder confirmed travel to the billing region in question. Alert cleared.""}"
CC-1060,C00887,C00887-K1,2016-07-24 02:57:27,2016-07-25 20:57:27,cleared,,0.00,VERIFY_WITH_CUSTOMER|CLOSE_NO_FRAUD,false,Case CC-1060: model scored a $14.96 transaction at 0.83. Cardholder confirmed travel to the billing region in question. Alert cleared.,"{""case_id"":""CC-1060"",""customer_id"":""C00887"",""card_id"":""C00887-K1"",""opened_at"":""2016-07-24 02:57:27"",""closed_at"":""2016-07-25 20:57:27"",""outcome"":""cleared"",""pattern"":""none"",""first_fraud_txn_id"":"""",""txn_ids"":""3091094"",""n_txns"":""1"",""exposure_usd"":""0.00"",""connected_card_ids"":"""",""actions_taken"":""VERIFY_WITH_CUSTOMER|CLOSE_NO_FRAUD"",""report_filed"":""No"",""analyst_notes"":""Case CC-1060: model scored a $14.96 transaction at 0.83. Cardholder confirmed travel to the billing region in question. Alert cleared.""}"
CC-1061,C06147,C06147-K2,2016-07-24 03:01:25,2016-07-26 22:01:25,cleared,,0.00,VERIFY_WITH_CUSTOMER|CLOSE_NO_FRAUD,false,Case CC-1061: model scored a $627.39 transaction at 0.93. Cardholder confirmed travel to the billing region in question. Alert cleared.,"{""case_id"":""CC-1061"",""customer_id"":""C06147"",""card_id"":""C06147-K2"",""opened_at"":""2016-07-24 03:01:25"",""closed_at"":""2016-07-26 22:01:25"",""outcome"":""cleared"",""pattern"":""none"",""first_fraud_txn_id"":"""",""txn_ids"":""3091559"",""n_txns"":""1"",""exposure_usd"":""0.00"",""connected_card_ids"":"""",""actions_taken"":""VERIFY_WITH_CUSTOMER|CLOSE_NO_FRAUD"",""report_filed"":""No"",""analyst_notes"":""Case CC-1061: model scored a $627.39 transaction at 0.93. Cardholder confirmed travel to the billing region in question. Alert cleared.""}"
CC-1062,C02756,C02756-K1,2016-07-24 03:06:08,2016-07-27 23:06:08,confirmed_fraud,out_of_region_use,81.98,CREATE_CASE|BLOCK_CARD,false,"Case CC-1062: cardholder C02756 reported unrecognized activity on card C02756-K1. 1 transaction(s) between 2016-07-23 and 2016-07-23 totaling $81.98 were confirmed fraudulent. Card-present use in a billing region the cardholder had no history in, while the cardholder retained the card. Card blocked and reissued. Customer reimbursed.","{""case_id"":""CC-1062"",""customer_id"":""C02756"",""card_id"":""C02756-K1"",""opened_at"":""2016-07-24 03:06:08"",""closed_at"":""2016-07-27 23:06:08"",""outcome"":""confirmed_fraud"",""pattern"":""out_of_region_use"",""first_fraud_txn_id"":""3091993"",""txn_ids"":""3091993"",""n_txns"":""1"",""exposure_usd"":""81.98"",""connected_card_ids"":"""",""actions_taken"":""CREATE_CASE|BLOCK_CARD"",""report_filed"":""No"",""analyst_notes"":""Case CC-1062: cardholder C02756 reported unrecognized activity on card C02756-K1. 1 transaction(s) between 2016-07-23 and 2016-07-23 totaling $81.98 were confirmed fraudulent. Card-present use in a billing region the cardholder had no history in, while the cardholder retained the card. Card blocked and reissued. Customer reimbursed.""}"
CC-1063,C07212,C07212-K2,2016-07-24 03:18:03,2016-07-25 04:18:03,confirmed_fraud,card_not_present_fraud,299.96,CREATE_CASE|BLOCK_CARD,false,Case CC-1063: cardholder C07212 reported unrecognized activity on card C07212-K2. 1 transaction(s) between 2016-07-23 and 2016-07-23 totaling $299.96 were confirmed fraudulent. Online purchases inconsistent with the cardholder's usual merchants and amounts. Card blocked and reissued. Customer reimbursed.,"{""case_id"":""CC-1063"",""customer_id"":""C07212"",""card_id"":""C07212-K2"",""opened_at"":""2016-07-24 03:18:03"",""closed_at"":""2016-07-25 04:18:03"",""outcome"":""confirmed_fraud"",""pattern"":""card_not_present_fraud"",""first_fraud_txn_id"":""3087604"",""txn_ids"":""3087604"",""n_txns"":""1"",""exposure_usd"":""299.96"",""connected_card_ids"":"""",""actions_taken"":""CREATE_CASE|BLOCK_CARD"",""report_filed"":""No"",""analyst_notes"":""Case CC-1063: cardholder C07212 reported unrecognized activity on card C07212-K2. 1 transaction(s) between 2016-07-23 and 2016-07-23 totaling $299.96 were confirmed fraudulent. Online purchases inconsistent with the cardholder's usual merchants and amounts. Card blocked and reissued. Customer reimbursed.""}"
CC-1064,C09657,C09657-K2,2016-07-24 03:24:12,2016-07-29 23:24:12,confirmed_fraud,card_not_present_new_device,709.37,CREATE_CASE|BLOCK_CARD,false,"Case CC-1064: cardholder C09657 reported unrecognized activity on card C09657-K2. 18 transaction(s) between 2016-07-14 and 2016-07-23 totaling $709.37 were confirmed fraudulent. Online purchases from a device not previously seen on this account, inconsistent with the cardholder's history. Online transactions came from a Windows on chrome 63.0. Card blocked and reissued. Customer reimbursed.","{""case_id"":""CC-1064"",""customer_id"":""C09657"",""card_id"":""C09657-K2"",""opened_at"":""2016-07-24 03:24:12"",""closed_at"":""2016-07-29 23:24:12"",""outcome"":""confirmed_fraud"",""pattern"":""card_not_present_new_device"",""first_fraud_txn_id"":""3046216"",""txn_ids"":""3046216|3046713|3050009|3053413|3054231|3059644|3062415|3062433|3064941|3068579|3068858|3070908|3072199|3073851|3082819|3082898|3088857|3092119"",""n_txns"":""18"",""exposure_usd"":""709.37"",""connected_card_ids"":"""",""actions_taken"":""CREATE_CASE|BLOCK_CARD"",""report_filed"":""No"",""analyst_notes"":""Case CC-1064: cardholder C09657 reported unrecognized activity on card C09657-K2. 18 transaction(s) between 2016-07-14 and 2016-07-23 totaling $709.37 were confirmed fraudulent. Online purchases from a device not previously seen on this account, inconsistent with the cardholder's history. Online transactions came from a Windows on chrome 63.0. Card blocked and reissued. Customer reimbursed.""}"
CC-1065,C01137,C01137-K1,2016-07-24 03:39:53,2016-07-25 19:39:53,cleared,,0.00,VERIFY_WITH_CUSTOMER|CLOSE_NO_FRAUD,false,Case CC-1065: model scored a $600.08 transaction at 0.91. Cardholder confirmed travel to the billing region in question. Alert cleared.,"{""case_id"":""CC-1065"",""customer_id"":""C01137"",""card_id"":""C01137-K1"",""opened_at"":""2016-07-24 03:39:53"",""closed_at"":""2016-07-25 19:39:53"",""outcome"":""cleared"",""pattern"":""none"",""first_fraud_txn_id"":"""",""txn_ids"":""3090551"",""n_txns"":""1"",""exposure_usd"":""0.00"",""connected_card_ids"":"""",""actions_taken"":""VERIFY_WITH_CUSTOMER|CLOSE_NO_FRAUD"",""report_filed"":""No"",""analyst_notes"":""Case CC-1065: model scored a $600.08 transaction at 0.91. Cardholder confirmed travel to the billing region in question. Alert cleared.""}"
CC-1066,C12382,C12382-K1,2016-07-24 03:41:00,2016-07-29 18:41:00,confirmed_fraud,out_of_region_use,170.98,CREATE_CASE|BLOCK_CARD,false,"Case CC-1066: cardholder C12382 reported unrecognized activity on card C12382-K1. 1 transaction(s) between 2016-07-23 and 2016-07-23 totaling $170.98 were confirmed fraudulent. Card-present use in a billing region the cardholder had no history in, while the cardholder retained the card. Card blocked and reissued. Customer reimbursed.","{""case_id"":""CC-1066"",""customer_id"":""C12382"",""card_id"":""C12382-K1"",""opened_at"":""2016-07-24 03:41:00"",""closed_at"":""2016-07-29 18:41:00"",""outcome"":""confirmed_fraud"",""pattern"":""out_of_region_use"",""first_fraud_txn_id"":""3090135"",""txn_ids"":""3090135"",""n_txns"":""1"",""exposure_usd"":""170.98"",""connected_card_ids"":"""",""actions_taken"":""CREATE_CASE|BLOCK_CARD"",""report_filed"":""No"",""analyst_notes"":""Case CC-1066: cardholder C12382 reported unrecognized activity on card C12382-K1. 1 transaction(s) between 2016-07-23 and 2016-07-23 totaling $170.98 were confirmed fraudulent. Card-present use in a billing region the cardholder had no history in, while the cardholder retained the card. Card blocked and reissued. Customer reimbursed.""}"
CC-1067,C00450,C00450-K1,2016-07-24 03:42:37,2016-07-25 16:42:37,confirmed_fraud,card_not_present_new_device,349.95,CREATE_CASE|BLOCK_CARD,false,"Case CC-1067: cardholder C00450 reported unrecognized activity on card C00450-K1. 4 transaction(s) between 2016-07-23 and 2016-07-23 totaling $349.95 were confirmed fraudulent. Online purchases from a device not previously seen on this account, inconsistent with the cardholder's history. Online transactions came from a rv:52.0 on firefox. Card blocked and reissued. Customer reimbursed.","{""case_id"":""CC-1067"",""customer_id"":""C00450"",""card_id"":""C00450-K1"",""opened_at"":""2016-07-24 03:42:37"",""closed_at"":""2016-07-25 16:42:37"",""outcome"":""confirmed_fraud"",""pattern"":""card_not_present_new_device"",""first_fraud_txn_id"":""3087643"",""txn_ids"":""3087643|3088542|3089088|3089260"",""n_txns"":""4"",""exposure_usd"":""349.95"",""connected_card_ids"":"""",""actions_taken"":""CREATE_CASE|BLOCK_CARD"",""report_filed"":""No"",""analyst_notes"":""Case CC-1067: cardholder C00450 reported unrecognized activity on card C00450-K1. 4 transaction(s) between 2016-07-23 and 2016-07-23 totaling $349.95 were confirmed fraudulent. Online purchases from a device not previously seen on this account, inconsistent with the cardholder's history. Online transactions came from a rv:52.0 on firefox. Card blocked and reissued. Customer reimbursed.""}"
CC-1068,C07338,C07338-K1,2016-07-24 04:07:22,2016-07-25 15:07:22,confirmed_fraud,card_not_present_fraud,99.91,CREATE_CASE|BLOCK_CARD,false,Case CC-1068: cardholder C07338 reported unrecognized activity on card C07338-K1. 1 transaction(s) between 2016-07-23 and 2016-07-23 totaling $99.91 were confirmed fraudulent. Online purchases inconsistent with the cardholder's usual merchants and amounts. Online transactions came from a 5049W Build/NRD90M on chrome 62.0 for android. Card blocked and reissued. Customer reimbursed.,"{""case_id"":""CC-1068"",""customer_id"":""C07338"",""card_id"":""C07338-K1"",""opened_at"":""2016-07-24 04:07:22"",""closed_at"":""2016-07-25 15:07:22"",""outcome"":""confirmed_fraud"",""pattern"":""card_not_present_fraud"",""first_fraud_txn_id"":""3088671"",""txn_ids"":""3088671"",""n_txns"":""1"",""exposure_usd"":""99.91"",""connected_card_ids"":"""",""actions_taken"":""CREATE_CASE|BLOCK_CARD"",""report_filed"":""No"",""analyst_notes"":""Case CC-1068: cardholder C07338 reported unrecognized activity on card C07338-K1. 1 transaction(s) between 2016-07-23 and 2016-07-23 totaling $99.91 were confirmed fraudulent. Online purchases inconsistent with the cardholder's usual merchants and amounts. Online transactions came from a 5049W Build/NRD90M on chrome 62.0 for android. Card blocked and reissued. Customer reimbursed.""}"
CC-1069,C06630,C06630-K2,2016-07-24 04:29:56,2016-07-27 08:29:56,confirmed_fraud,card_not_present_new_device,105.30,CREATE_CASE|BLOCK_CARD,false,"Case CC-1069: cardholder C06630 reported unrecognized activity on card C06630-K2. 3 transaction(s) between 2016-07-21 and 2016-07-23 totaling $105.30 were confirmed fraudulent. Online purchases from a device not previously seen on this account, inconsistent with the cardholder's history. Card blocked and reissued. Customer reimbursed.","{""case_id"":""CC-1069"",""customer_id"":""C06630"",""card_id"":""C06630-K2"",""opened_at"":""2016-07-24 04:29:56"",""closed_at"":""2016-07-27 08:29:56"",""outcome"":""confirmed_fraud"",""pattern"":""card_not_present_new_device"",""first_fraud_txn_id"":""3079894"",""txn_ids"":""3079894|3087660|3087970"",""n_txns"":""3"",""exposure_usd"":""105.30"",""connected_card_ids"":"""",""actions_taken"":""CREATE_CASE|BLOCK_CARD"",""report_filed"":""No"",""analyst_notes"":""Case CC-1069: cardholder C06630 reported unrecognized activity on card C06630-K2. 3 transaction(s) between 2016-07-21 and 2016-07-23 totaling $105.30 were confirmed fraudulent. Online purchases from a device not previously seen on this account, inconsistent with the cardholder's history. Card blocked and reissued. Customer reimbursed.""}"
CC-1070,C12309,C12309-K1,2016-07-24 04:37:30,2016-07-26 23:37:30,cleared,,0.00,VERIFY_WITH_CUSTOMER|CLOSE_NO_FRAUD,false,Case CC-1070: model scored a $99.91 transaction at 0.84. Cardholder confirmed travel to the billing region in question. Alert cleared.,"{""case_id"":""CC-1070"",""customer_id"":""C12309"",""card_id"":""C12309-K1"",""opened_at"":""2016-07-24 04:37:30"",""closed_at"":""2016-07-26 23:37:30"",""outcome"":""cleared"",""pattern"":""none"",""first_fraud_txn_id"":"""",""txn_ids"":""3092202"",""n_txns"":""1"",""exposure_usd"":""0.00"",""connected_card_ids"":"""",""actions_taken"":""VERIFY_WITH_CUSTOMER|CLOSE_NO_FRAUD"",""report_filed"":""No"",""analyst_notes"":""Case CC-1070: model scored a $99.91 transaction at 0.84. Cardholder confirmed travel to the billing region in question. Alert cleared.""}"
CC-1071,C11539,C11539-K2,2016-07-24 04:43:12,2016-07-29 11:43:12,confirmed_fraud,card_not_present_fraud,449.92,CREATE_CASE|BLOCK_CARD,false,Case CC-1071: cardholder C11539 reported unrecognized activity on card C11539-K2. 1 transaction(s) between 2016-07-23 and 2016-07-23 totaling $449.92 were confirmed fraudulent. Online purchases inconsistent with the cardholder's usual merchants and amounts. Online transactions came from a rv:11.0 on ie 11.0 for desktop. Card blocked and reissued. Customer reimbursed.,"{""case_id"":""CC-1071"",""customer_id"":""C11539"",""card_id"":""C11539-K2"",""opened_at"":""2016-07-24 04:43:12"",""closed_at"":""2016-07-29 11:43:12"",""outcome"":""confirmed_fraud"",""pattern"":""card_not_present_fraud"",""first_fraud_txn_id"":""3088050"",""txn_ids"":""3088050"",""n_txns"":""1"",""exposure_usd"":""449.92"",""connected_card_ids"":"""",""actions_taken"":""CREATE_CASE|BLOCK_CARD"",""report_filed"":""No"",""analyst_notes"":""Case CC-1071: cardholder C11539 reported unrecognized activity on card C11539-K2. 1 transaction(s) between 2016-07-23 and 2016-07-23 totaling $449.92 were confirmed fraudulent. Online purchases inconsistent with the cardholder's usual merchants and amounts. Online transactions came from a rv:11.0 on ie 11.0 for desktop. Card blocked and reissued. Customer reimbursed.""}"
CC-1072,C05155,C05155-K1,2016-07-24 04:46:42,2016-07-28 21:46:42,confirmed_fraud,account_takeover,355.41,CREATE_CASE|BLOCK_CARD,false,Case CC-1072: cardholder C05155 reported unrecognized activity on card C05155-K1. 1 transaction(s) between 2016-07-23 and 2016-07-23 totaling $355.41 were confirmed fraudulent. Mixed-channel activity inconsistent with the cardholder; credentials and card data both used. Card blocked and reissued. Customer reimbursed.,"{""case_id"":""CC-1072"",""customer_id"":""C05155"",""card_id"":""C05155-K1"",""opened_at"":""2016-07-24 04:46:42"",""closed_at"":""2016-07-28 21:46:42"",""outcome"":""confirmed_fraud"",""pattern"":""account_takeover"",""first_fraud_txn_id"":""3091443"",""txn_ids"":""3091443"",""n_txns"":""1"",""exposure_usd"":""355.41"",""connected_card_ids"":"""",""actions_taken"":""CREATE_CASE|BLOCK_CARD"",""report_filed"":""No"",""analyst_notes"":""Case CC-1072: cardholder C05155 reported unrecognized activity on card C05155-K1. 1 transaction(s) between 2016-07-23 and 2016-07-23 totaling $355.41 were confirmed fraudulent. Mixed-channel activity inconsistent with the cardholder; credentials and card data both used. Card blocked and reissued. Customer reimbursed.""}"
